00033:OUT163:0,0,0,0,0,1,0,0,0,-2,1,2,0,1,-3,0,0,0,2,-2,0,1,2,2,0,0,0,0,-2,0,0,0::415,398,1187
00034:OUT163:2,0,0,0,3,0,-2,-3,-2,0,-2,1,2,0,0,-1,0,-3,-3,0,0,0,0,0,0,1,0,0,0,0,0,0::387,389,1133
00035:OUT163:0,0,0,1,-2,0,0,0,-1,0,0,0,0,-1,2,-3,1,-1,-1,-1,0,1,0,0,0,0,1,0,0,0,-3,-1::389,406,1127
00036:OUT163:0,0,1,0,0,0,2,0,0,0,-1,0,-1,0,3,0,1,0,0,1,0,0,-1,0,0,0,0,-2,0,0,0,0::383,418,1125
00037:OUT163:0,-1,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,-2,0,-2,0,0,0,-1,2,-1,0,0,0,0,0,-1,0::399,396,1205
00038:OUT163:0,2,0,-2,-3,0,0,2,0,-2,0,0,0,0,-1,-1,2,0,3,-3,0,0,-1,3,1,0,0,0,-1,0,1,0::403,389,1208
00039:OUT163:3,1,0,0,0,-3,0,1,0,0,1,0,0,0,0,0,3,2,0,0,-3,3,0,1,2,0,0,-3,0,0,2,0::389,432,1179
00040:OUT163:0,0,0,-1,0,-3,0,2,3,-1,0,0,0,0,-2,0,0,0,0,3,-1,-1,0,2,2,3,0,-1,1,0,0,1::392,426,1182
00041:OUT163:2,0,0,-1,0,0,0,-2,0,0,-2,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0::392,436,1172
00042:OUT163:1,0,0,1,0,0,1,0,-1,-2,2,2,0,-1,0,-1,0,1,1,0,0,0,0,0,1,1,0,-1,0,0,-1,1::401,407,1192
00043:OUT163:0,0,2,0,0,0,0,0,-3,0,0,0,0,0,0,0,2,-1,0,1,0,2,0,1,0,0,-2,0,0,0,1,0::428,407,1165
00044:OUT163:1,0,-3,1,-1,0,0,0,0,-2,1,0,-3,0,0,-3,1,-1,0,0,0,0,1,1,0,0,0,0,0,-2,0,0::382,410,1208
00045:OUT163:0,2,1,0,0,3,0,0,1,-3,0,1,-2,-3,0,2,0,1,-1,1,0,-2,0,-1,0,-2,-2,0,0,3,0,3::411,399,1190
00046:xxxxxx:1,0,-3,1,-1,0,0,0,0,-2,1,0,-3,0,0,-3,1,-1,0,0,0,0,1,1,0,0,0,0,0,-2,0,0::0,0,0
00047:xxxxxx:0,2,1,0,0,3,0,0,1,-3,0,1,-2,-3,0,2,0,1,-1,1,0,-2,0,-1,0,-2,-2,0,0,3,0,3::0,0,0
00048:OUT163:-2,1,0,0,0,-2,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0::453,406,1141
00049:OUT163:0,3,0,-1,0,-1,0,0,2,0,0,0,0,0,1,-1,-1,-1,-1,0,-2,-3,0,-2,0,-2,0,0,-2,0,0,0::416,390,1194
00050:OUT163:0,0,-1,0,-2,-2,0,-2,-2,1,3,-1,-1,0,0,2,0,0,0,-2,0,0,0,0,0,-3,0,-3,2,-3,-2,-1::407,422,1171
00051:OUT163:-1,0,0,-1,0,0,0,0,0,-1,0,0,2,0,0,1,0,0,-2,0,0,-1,3,0,0,0,-1,-3,-1,1,0,1::392,364,1244
00052:OUT163:0,-1,0,-3,0,0,-2,0,0,0,1,2,1,-1,0,2,0,0,0,0,-2,0,0,-3,0,1,-1,-2,0,0,0,0::412,410,1178
00053:OUT163:0,0,0,1,2,0,0,-1,-3,3,0,-2,-2,1,-2,-1,0,0,0,-3,0,0,0,0,1,2,2,0,-2,0,-1,0::393,395,1212
00054:OUT163:2,0,-2,0,1,0,0,0,-2,1,0,-1,-1,0,-2,0,-2,0,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0::405,400,1195
00055:OUT163:0,0,0,0,-1,0,0,0,0,0,0,-3,-3,-2,2,0,-1,0,0,0,0,0,-3,0,0,0,1,0,-1,-2,0,0::443,388,1169
00056:OUT163:0,1,0,0,1,0,0,0,1,-2,2,0,0,0,3,0,0,0,-1,0,0,0,-1,0,1,0,0,3,3,0,0,0::409,431,1160
00057:OUT163:-1,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,3,3,0,0,0,-2,3,0,0,0,0,2,0,-3::396,443,1161
00058:OUT163:-2,0,2,0,0,2,0,-1,0,-2,0,1,0,0,1,0,0,-3,-1,0,-2,2,0,3,0,-2,0,0,0,0,-3,-1::362,442,1196
00059:OUT163:0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,3,0,0,0,-1,0,2,0,0,1::402,397,1201
00060:OUT163:0,0,1,0,1,0,0,0,0,1,0,-1,0,0,0,-2,1,0,0,3,0,0,-2,0,1,0,-2,0,0,0,-3,0:A:379,395,1226
00061:OUT163:0,0,2,0,1,0,3,-1,0,-2,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,-1,-2,3,0,-1,3,0::386,424,1190
00062:OUT163:0,-3,-2,-3,0,-2,-1,0,0,-2,-1,-1,-2,0,0,0,1,0,-2,0,0,-1,-1,-2,1,0,0,0,0,-2,1,0::398,419,1183
00063:OUT163:0,0,0,0,0,2,2,0,0,3,-1,0,-2,1,0,0,2,-3,0,0,-1,0,-2,-2,-1,0,0,0,0,0,2,0::390,424,1186
00064:OUT163:-1,0,-1,0,0,1,0,0,0,0,0,0,3,0,-2,0,0,-1,0,0,0,-1,2,-1,-1,0,0,0,0,0,0,0::395,412,1193
00065:OUT163:0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,2,0,-1,1,0,0,0,0,0,0,0,2,1,-1,0,0,0::403,398,1199
00066:OUT163:1,1,-3,0,-1,-3,-1,0,3,-2,2,0,0,0,1,0,2,0,-1,1,0,3,-2,2,0,0,0,0,0,0,0,0::409,385,1206
00067:OUT163:0,0,0,0,-1,-2,0,-1,2,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,-2,0,-2,-2,0,0::395,439,1166
00068:OUT163:0,1,2,2,2,0,0,1,-1,-1,-1,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,-2,0,-2,0,0,0,0::426,404,1170
00069:OUT163:0,-2,0,0,-1,0,0,0,0,0,2,0,1,0,0,0,0,-1,0,-3,0,2,-2,3,0,0,3,0,0,3,2,-1::383,414,1203
00070:OUT163:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,0,0,-1,-1,0,-1,-2::397,414,1189
00071:OUT163:0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,1,1,3,0,0,0,3,-3,0,1,0,0,3,0,0,-2,-3,0::396,411,1193
00072:OUT163:-1,0,0,0,0,0,0,0,3,1,0,0,0,-2,2,0,2,-3,0,0,0,0,0,0,0,0,1,1,0,2,0,1::0,0,0
00073:OUT163:0,0,0,0,1,2,0,0,0,1,0,2,0,1,-1,0,0,0,-3,0,-2,0,0,0,0,0,-1,0,3,1,0,0::0,0,0
00074:OUT163:0,0,2,1,-1,1,1,2,0,1,0,3,0,-2,0,3,0,0,0,0,0,0,1,0,-2,0,0,0,-2,0,0,0::0,0,0
